Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Balade en calèche au coeur de Mollégès et ses campagnes,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.805656,4.949371,,13940#Mollégès,,True,True,Office de Tourisme Intercommunal de Terre de Provence,Provence Tourisme / Office de Tourisme Intercommunal de Terre de Provence,2021-05-31,###http://www.lesattelagesdemimile.fr/fr/information/balade-en-caleche-au-coeur-de-molleges-et-ses-campagnes,,Balade en calèche au cœur de Mollégès.,https://data.datatourisme.gouv.fr/58/e9dda499-406c-368b-b19a-55f269022d2d
Journées du Patrimoine,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.805153000000004,4.948593,,13940#Mollégès,,True,True,Office de Tourisme Intercommunal de Terre de Provence,Provence Tourisme / Office de Tourisme Intercommunal de Terre de Provence,2021-09-10,#+33 4 90 95 03 51##http://www.mairie-molleges.fr/,,Journées du Patrimoine de Mollégès.,https://data.datatourisme.gouv.fr/58/9c040fab-b97c-3a86-b4d6-02c1de492154
Randonnée en VTT électrique dans l'Estérel et les Maures,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.435857,6.631746000000001,,83520#Roquebrune-sur-Argens,,True,True,Office de tourisme de Roquebrune-sur-Argens,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-29,#+33 6 78 16 63 39#contact@mouvnature.fr#http://www.mouvnature.fr/<>https://www.instagram.com/mouvnature/,,Découvrez les magnifiques paysages de l'Estérel et des Maures en pratiquant une activité encadrée par des professionnels diplômés d'état.,https://data.datatourisme.gouv.fr/13/224a1c0c-c0ce-373f-af53-e88a96ce7235
Hyères antique et médiévale,https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product|https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest,43.120653999999995,6.128575,,83400#Hyères,,True,True,Agence de Développement Touristique du Var,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-09-14,#+33 6 51 50 76 48#claire.joncheray@free.fr#,,"La visite sera organisée en deux temps : le matin, une visite du site archéologique d’Olbia de Provence et l’après-midi une promenade dans le centre-ville de Hyères.",https://data.datatourisme.gouv.fr/13/56b86c1e-4a46-38c7-9ce2-9d4978b256fa
Balade familiale : Je suis la Biodiversité,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.778889,4.738101,,13103#Saint-Étienne-du-Grès,,True,True,Régie Tourisme de la CC Vallée Des Baux-Alpilles,Provence Tourisme / Régie Tourisme de la CC Vallée Des Baux-Alpilles,2021-06-02,#+33 4 90 90 44 00#asso.artsdevivre@gmail.com#,,Balade familiale « Je suis la Biodiversité » le 9 juin de 9h à 12h.,https://data.datatourisme.gouv.fr/58/2fa428cf-350a-3945-88b9-0347baff7d5d
"""Rasteau Secret"" - Découverte insolite avec Youpi Tours - Septembre",https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.230746,4.986568,,84110#Rasteau,,True,True,Office de tourisme du Pays de Vaison Ventoux en Provence,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-08-18,#+33 6 89 87 65 50#corine.youpitours@yahoo.com#https://youpitours.fr/,,Succombez au terroir de Rasteau à travers ses lieux insolites et ses vins ! Corine vous emmène à bord de sa Dyane pour une échappée au cœur du vignoble. La soirée se clôture avec un apéritif dinatoire perché dans un lieu secret sous le coucher de soleil !,https://data.datatourisme.gouv.fr/13/4af08e86-0d3c-35ae-9d25-2e2d827244f1
Visite commentée de l'Eglise Saint Maurice à Pélissanne,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.631313,5.150244,,13330#Pélissanne,,True,True,Office de Tourisme du Massif des Costes,Provence Tourisme / Office de Tourisme du Massif des Costes,2021-08-05,#+33 4 90 55 15 55##,,Découvrez le temps d'une visite l'histoire de l'église de Pélissanne et les œuvres qui la composent.,https://data.datatourisme.gouv.fr/58/d824c3f9-172a-3710-80cf-169e4afadb96
Salle bleue,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.745433,7.400734,,06320#La Turbie,,True,True,"Office de Tourisme Menton, Riviera & Merveilles",Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-22,#+33 4 92 41 51 61#accueil@ville-la-turbie.fr#http://www.vile-la-turbie.fr/,,"La salle bleue est ouverte à la location.
Elle peut abriter des expositions et d'autres évènments.",https://data.datatourisme.gouv.fr/13/32208185-cf3c-37ed-8548-af072a2ede6a
Visites découvertes des Baux-de-Provence,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.743887,4.795495,,13520#Les Baux-de-Provence,,True,True,Office de Tourisme des Baux de Provence,Provence Tourisme / Office de Tourisme des Baux de Provence,2021-08-30,#+33 4 90 54 34 39#tourisme@lesbauxdeprovence.com#http://www.lesbauxdeprovence.com/,,Découvrez les Baux mis à l’honneur à travers quatre visites guidées.,https://data.datatourisme.gouv.fr/58/6cf18ef1-7507-328b-b16a-9238c99bd095
"Louis Jou, architecte du Livre et des Baux",https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.743887,4.795495,,13520#Les Baux-de-Provence,,True,True,Office de Tourisme des Baux de Provence,Provence Tourisme / Office de Tourisme des Baux de Provence,2021-06-19,#+33 6 87 27 82 07#contact@fondationlouisjou.org#http://www.fondationlouisjou.org/,,"La Fondation Louis Jou vous propose une visite autour de l’impression, de la typographie et de l’histoire du livre.",https://data.datatourisme.gouv.fr/58/aec12dd8-5b21-34be-a3ef-e9f81a4bb1d8
Château des Baux - Réceptions de prestige,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.744354,4.796733000000001,,13520#Les Baux-de-Provence,,True,True,Office de Tourisme des Baux de Provence,Provence Tourisme / Office de Tourisme des Baux de Provence,2020-12-07,#+33 4 90 54 48 68<>+33 6 89 82 83 89#courteau@carrieres-lumieres.com#http://www.chateau-baux-provence.com/,,,https://data.datatourisme.gouv.fr/58/20b754fd-ea9e-3d15-8389-005bdbeb0eea
Location de VTT électrique dans l'Estérel - 1/2 journée ou journée,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.525962,6.814493,,83600#Les Adrets-de-l'Estérel,,True,True,Office de tourisme Intercommunal de Puget sur Argens / Les Adrets de l'Esterel,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-05-26,#+33 6 51 22 66 34#dominique@moovbike.fr#http://moovbike.fr/,,"MoovBike vous propose de la location de VTT à assistance électrique, en journée ou demi-journée ! Livrés au départ de votre balade et accompagnés de conseils pour profiter au mieux de cette sortie !",https://data.datatourisme.gouv.fr/13/6c0f457e-8237-3154-ba35-41105dcfc590
Tours of Nice,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.701099,7.256410000000001,,06000#Nice,,True,True,Office de Tourisme Métropolitain Nice Côte d'Azur,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-29,#+33 6 62 24 84 17#haveanicetour@outlook.com#http://www.toursofnice.com/,,"Visite du Vieux Nice à pied en anglais,italien et français.
L'introduction parfaite à une découverte de la ville pour la toute première fois.",https://data.datatourisme.gouv.fr/13/90dd8e41-5652-3445-9f19-27c581b2975a
Circuit guidé Marcel Pagnol d'Aubagne à La Treille spécial été,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.292769,5.566826,,13400#Aubagne,,True,True,Office de Tourisme du Pays d’Aubagne et de l’Étoile,Provence Tourisme / Office de Tourisme du Pays d’Aubagne et de l’Étoile,2021-06-05,#+33 4 42 03 49 98#accueil@tourisme-paysdaubagne.fr#http://www.tourisme-paysdaubagne.fr/,,Découverte des principaux lieux chers à Marcel Pagnol avec un guide,https://data.datatourisme.gouv.fr/58/17687c2f-b78f-3c55-b66e-f703c158099b
Journées Européennes du Patrimoine,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.293253,5.570281,,13400#Aubagne,,True,True,Office de Tourisme du Pays d’Aubagne et de l’Étoile,Provence Tourisme / Office de Tourisme du Pays d’Aubagne et de l’Étoile,2021-08-25,###https://www.aubagne.fr/jep,,"Pour la 38e édition et comme chaque année, le service Archives-Patrimoine de la Ville d'Aubagne met tout en œuvre pour honorer ces journées et mettre en lumière notre héritage commun.",https://data.datatourisme.gouv.fr/58/03e5bd8e-7ce7-3e87-94b7-0792cf59a882
"A la découverte de Montfuron, son jardin à papillons et son moulin à vent du XVIIème siècle.",https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.757032,5.885455,,04110#Montfuron,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-27,#+33 4 92 72 16 00##,,Partez à la découverte de Montfuron et des patrimoines remarquables de ce village perché de Haute-Provence. Votre guide naturaliste vous emmène à la rencontre des 70 espèces de papillons du jardin botanique et du charmant moulin à vent érigé en 1640.,https://data.datatourisme.gouv.fr/13/f357b2b2-db74-38f9-b2c4-971b894bee0a
"Fresque historique, promenade urbaine théâtralisée à Roquevaire",https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.351007,5.604667,,13360#Roquevaire,,True,True,Office de Tourisme du Pays d’Aubagne et de l’Étoile,Provence Tourisme / Office de Tourisme du Pays d’Aubagne et de l’Étoile,2021-08-20,#+33 4 42 03 49 98#accueil@tourisme-paysdaubagne.fr#http://www.tourisme-paysdaubagne.fr/,,"Balade théâtrale dans le centre ancien créée et mise en scène par Christophe Gorlier avec la ""Comédie d’un Autre Temps""",https://data.datatourisme.gouv.fr/58/9c648076-4f67-3032-8516-e1774456515e
Château Sénéguier,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#BusinessPlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ConventionCentre|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.569581,5.153633,,13680#Lançon-Provence,,True,True,Mairie de Lançon de Provence,Provence Tourisme / Mairie de Lançon de Provence,2020-12-09,#+33 4 42 51 47 42##,,,https://data.datatourisme.gouv.fr/58/0b5a2b9a-96b3-37a9-894f-6720a75814bc
LES CHEMINS DU SUD,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,45.042392,4.333838,,84124#Pertuis,,,,Comité Départemental du Tourisme de la Lozère,Comité Départemental du Tourisme de la Lozère,2013-03-05,LES CHEMINS DU SUD#+33 4 90 09 06 06#infos@cheminsdusud.com#http://www.cheminsdusud.com/,,,https://data.datatourisme.gouv.fr/45/147d2870-65b4-3c16-b20d-ac85285ad349
Journées Européennes du Patrimoine,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.788591,4.830037,,13210#Saint-Rémy-de-Provence,,True,True,Régie Tourisme de la CC Vallée Des Baux-Alpilles,Provence Tourisme / Régie Tourisme de la CC Vallée Des Baux-Alpilles,2021-09-03,#+33 4 90 92 05 22<>+33 4 90 92 08 10##,,Les Journées du Patrimoine sont le rendez-vous annuel incontournable de la fin de l'été qui permet aux Saint-Rémois et aux visiteurs de découvrir ou de redécouvrir les monuments et les lieux qui ont joué un rôle important dans l'histoire de la ville.,https://data.datatourisme.gouv.fr/58/c386ad0e-e3cc-3694-96f5-d57a2bf15cec
Salle Baudile Lagnel,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.845896,4.846878,,13630#Eyragues,,True,True,Office de Tourisme Intercommunal de Terre de Provence,Provence Tourisme / Office de Tourisme Intercommunal de Terre de Provence,2020-12-14,#+33 4 90 24 99 00##,,,https://data.datatourisme.gouv.fr/58/d4846638-3100-3656-b281-15bd81bba0fa
Salle Emile Reynaud,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.581101000000004,5.320707,,13510#Éguilles,,True,True,Office municipal de Tourisme d'Eguilles,Provence Tourisme / Office municipal de Tourisme d'Eguilles,2020-12-11,#+33 4 42 92 49 15##,,,https://data.datatourisme.gouv.fr/58/e711f906-a384-329c-a822-d0c2527ed1b8
