Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Randonnée : Le gour de l'Oule (3),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.29252,5.643391,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-03,#+33 4 13 31 50 30##,,"Randonnée dans le Parc de Saint-Pons à Gémenos.
Niveau facile / 1h  aller

Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/1481ef3a-4e42-3579-af30-6c48fffb8c8b
Randonnée : La Glacière (6),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.293488,5.640645,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-03,#+33 4 13 31 50 30<>+33 4 42 32 89 00##,,"Randonnée dans le Parc de Saint-Pons à Gémenos.
Niveau difficile: boucle 2h30 aller
Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/988ec2b2-0277-3290-824b-776172671b9a
Randonnée : Le sentier du blé et le sentier des Cabrelles (5),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.292489,5.643305000000001,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-03,#+33 4 13 31 50 30##,,"Randonnée dans le Parc de Saint-Pons à Gémenos.
Niveau facile / boucle de 2h30

Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/a0c83022-151a-36d3-b9f5-ed77e04ac56d
Randonnée : Les barres Saint-Martin (4),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.292426,5.643305000000001,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-03,#+33 4 13 31 50 30##,,"Randonnée dans le Parc de Saint-Pons à Gémenos.
Niveau facile / 1h aller

Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/ce3bad01-abe4-3bf7-9c97-2dc0816386b4
Randonnée : La Chapelle Saint- Clair (7),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.29327,5.640645,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-11,#+33 4 13 31 50 30##,,"Randonnée dans le Parc de Saint-Pons à Gémenos.
Niveau facile / 35 minutes aller

Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/d967a79e-d99f-333d-8b8a-b81fff3661a3
Randonnée : La cascade du vieux moulin (1),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.292145,5.643391,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-03,,,"Randonnée dans le Parc de Saint-Pons.
Niveau facile / 30 minutes aller

Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/38591128-70e5-3aee-98d2-e76893173bc5
Randonnée : La source de Saint-Pons et l'Abbaye Cistercienne (2),https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.29227,5.6433480000000005,,13420#Gémenos,,True,True,Office de Tourisme de Gemenos,Provence Tourisme / Office de Tourisme de Gemenos,2021-05-03,#+33 4 13 31 50 30##,,"Randonnée dans le Parc de Saint-Pons à Gémenos.
Niveau facile / 45 minutes aller


Pour connaître les conditions d'accès au massif durant les périodes de restriction (1er Juin au 30 septembre) : 0811 20 13 13 (0.06€/mn)
ou www.myprovence.fr/enviedebalade",https://data.datatourisme.gouv.fr/58/efb86b66-25d0-3d35-9400-b629333a7ced
GÉMENOS - Le sentier du Limbert,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.294270000000004,5.62927,,13420#Gémenos,,True,True,Parc Naturel Régional de la Sainte-Baume,Provence Tourisme / Parc Naturel Régional de la Sainte-Baume,2021-04-19,,,"Partez découvrir Gémenos, de son cœur de village au panorama exceptionnel du mont Cruvelier en passant par le Parc de Saint-Pons",https://data.datatourisme.gouv.fr/58/465fda39-998e-3180-9d68-faeca1a2afa4
GÉMENOS - Le sentier de la glacière,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.292521,5.641276,,13420#Gémenos,,True,True,Parc Naturel Régional de la Sainte-Baume,Provence Tourisme / Parc Naturel Régional de la Sainte-Baume,2021-04-19,,,"Sillonnez le Vallon ombragé de Saint-Pons, le long du Fauge jusqu'à la glacière de Bertagne. Patrimoine et panorama au rendez-vous !",https://data.datatourisme.gouv.fr/58/eae45100-d0e5-33a1-ae16-27aff0eba141
Sentier de découverte des papillons du Grand Site Sainte-Victoire avec un livret pédagogique,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|https://www.datatourisme.gouv.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,43.506454999999995,5.620293,,13114#Saint-Antonin-sur-Bayon,,True,False,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2017-05-30,#+33 4 42 26 67 37#Maisonvauvenargues@grandsitesaintevictoire.com#http://www.grandsitesaintevictoire.com/,,"Une randonnée découverte d'une demi-journée pour découvrir les papillons de jour du Grand Site Sainte-Victoire et leurs habitats au moyen d'une carte  présentant deux ""spots"" sur les versants nord et  sud de la montagne Sainte-Victoire.",https://data.datatourisme.gouv.fr/58/fc0dbe4c-fba4-3f89-b5fc-d43d032bf9d1
Sentier de découverte des oiseaux du Grand Site Sainte-Victoire avec un livret pédagogique,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|https://www.datatourisme.gouv.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,43.506454999999995,5.620293,,13114#Saint-Antonin-sur-Bayon,,True,False,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2017-05-07,#+33 4 42 26 67 37#Maisonvauvenargues@grandsitesaintevictoire.com#http://www.grandsitesaintevictoire.com/,,"126 espèces d’oiseaux, dont 78 nicheurs ont été recensées sur le territoire du Grand Site Sainte-Victoire ! Une balade de 2h pour découvrir les oiseaux de la Sainte-Victoire avec l'aide d'une carte des rapaces du versant sud de la montagne Sainte-Victoire",https://data.datatourisme.gouv.fr/58/a0a2adf6-538a-3373-93ba-bcc1140dd9f0
Belles Routes : D'Allauch à Aubagne par Aix-en-Provence,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#RoadTour|http://purl.org/ontology/olo/core#OrderedList,43.336139,5.480361,,13190#Allauch,"1. Au départ du village d'Allauch, depuis l'Office de Tourisme rejoignez l'église puis l'Avenue du général de gaulle et prenez la RD4a en direction de Peypin.
2. Au carrefour avec la RD908 tournez à droite toujours en direction de Peypin. Poursuivez sur cette route qui serpente au fond d’un vallon boisé de pins sur environ 6 km pour atteindre «l’auberge de Pichauris ».
3. Juste avant l’auberge tournez à droite sur la RD46a, passez devant l’entrée du parc départemental et poursuivez sur environ 8km jusqu’à un carrefour giratoire.
4. Tourner à gauche sur la RD7 en direction de Gardanne.
5. Au carrefour avec la RD908 tournez à droite en direction de Cadolive jusqu'au prochain carrefour giratoire avec la RD7 où vous prendrez à gauche en direction de Cadolive. Traversez successivement les villages de Cadolive et de Saint-Savournin.
6. A la sortie de Saint-Savournin, tournez à droite sur la RD46 en direction de Gréasque. (Si vous désirez vous rendre à Mimet, poursuivez sur la RD7 sur environ 1km et tournez à gauche sur la RD8d. Faites demi-tour pour poursuivre l'itinéraire.)
7. Traversez le village de Gréasque puis prenez sur votre gauche la RD46a en direction de Gardanne. Vous ne tarderez pas à apercevoir les deux tours de la centrale thermique de Gardanne.
8. A l'entrée de Gardanne, franchissez deux carrefours giratoires en suivant la direction Aix-Marseille, puis tournez à droite sur la RD58 en direction du lieu-dit Chabanu, traversez la voie ferrée. Poursuivez sur la RD58 en direction de Meyreuil.
9. Tournez à gauche sur la RD58h qui vous permettra de longer Meyreuil, puis de franchir le "" pont des trois sautets "" afin d'atteindre les quartiers Est d'Aix-en-Provence.
10. Prenez la RD7n à droite après le pont et dirigez-vous vers Le Tholonet.
11. Au carrefour avec la RD64c tournez à gauche en direction du Tholonet.
12. Après être passé entre deux alignements de platanes centenaires qui bordent cette route, le château du Tholonet se dresse face à vous. Tournez à droite sur la RD17 (route Paul Cézanne) en direction de Saint-Antonin-sur-Bayon. Poursuivez sur cette route au pied de la montagne Sainte Victoire jusqu'au carrefour avec la Rd56c.
13. Tournez à droite sur la RD56c en direction de Rousset.
14. Au prochain carrefour tournez à droite sur la RD57b en direction de Châteauneuf-le-Rouge. Après avoir franchit la RD7n, traversez la commune de Rousset.
15. Poursuivez sur la RD56b jusqu'à Peynier.
16. Traversez le village, puis, au carrefour avec la RD908 tournez à droite en direction de La Bouilladisse.
17. Au carrefour avec la RD45e tournez à gauche en direction de La Bouilladisse.
18. Suite au village, prenez à gauche sur la RD45a en direction d'Auriol jusqu'au carrefour avec la RD45b.43,396333
19. Tournez à droite sur la RD45b en direction de Plan-Redon.
20. Au carrefour avec la RD560 tournez à gauche. Traversez le village d'Auriol jusqu'au croisement avec la RD45.
Tournez à droite sur la RD45, passez devant la mairie et continuez jusqu'à Roquevaire.
21. A Roquevaire, tournez à gauche au carrefour avec la RD96 et poursuivez sur cette route sur 1 km.
22. Tournez à gauche sur la RD43d en direction de Saint-Jean-de-Garguier et poursuivez jusqu'à Aubagne. Sur le cours Barthélémy au centre d'Aubagne, vous pourrez rejoindre l'Office de tourisme.",True,True,Provence Tourisme (ADT13),Provence Tourisme (ADT13),2021-09-13,,,"Itinéraire en voiture sur les belles routes du département. Cet itinéraire vous fera vous détendre sur des routes au travers les forêts, les collines, les vallons, et des paysages remarquables. Une journée finissant à Aubagne.",https://data.datatourisme.gouv.fr/58/8ea34f67-367a-3e0d-a894-b1f7f6588a8d
Les Monts de Visan,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,44.312652,4.951746,,84820#Visan,,True,True,Office de Tourisme Communautaire Pays de Grignan et Enclave des Papes,Agence de Développement Touristique de la Drôme - source : Apidae Tourisme,2021-07-30,#+33 4 90 35 04 71#info@grignanvalreas-tourisme.com#http://www.grignanvalreas-tourisme.com/,,Circuit en boucle permettant une découverte des paysages entourant le village viticole de Visan.,https://data.datatourisme.gouv.fr/13/d9be74ea-c655-3588-a11a-a1420474f6da
Sur les pas de Marie-Madeleine - De Fos-sur-mer à Martigues,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.433640000000004,4.9504,,13500#Martigues,,True,True,Office de Tourisme de Martigues,Provence Tourisme / Office de Tourisme de Martigues,2021-06-21,#+33 4 42 42 31 10#info@martigues-tourisme.com#,,"Il s'agit de l'étape 03 de l'itinéraire ""Sur les pas de Marie-Madeleine"" dédié à Sainte-Marie-Madeleine. Le circuit vous fera voyager à la découverte du patrimoine religieux de Martigues.",https://data.datatourisme.gouv.fr/58/f8b88e55-c762-322a-9667-648c5530a57e
Sur les pas de Marie-Madeleine,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.333431,5.088244,,13500#Martigues,,True,True,Office de Tourisme de Martigues,Provence Tourisme / Office de Tourisme de Martigues,2021-06-22,#+33 4 42 42 31 10#info@martigues-tourisme.com#,,"Entre randonnée et pèlerinage, découvrez des lieux et des sites majeurs de la chrétienté ainsi que les paysages exceptionnels que la sainte a traversés au cours de sa prédication en Provence.",https://data.datatourisme.gouv.fr/58/7333352a-01ec-3462-bf99-859587f486eb
Balade au Sentier de Découverte,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#CyclingTour|https://www.datatourisme.gouv.fr/ontology/core#Tour|https://www.datatourisme.gouv.fr/ontology/core#WalkingTour|http://purl.org/ontology/olo/core#OrderedList,43.382071999999994,5.163496,,13220#Châteauneuf-les-Martigues,,True,True,Provence Tourisme (ADT13),Provence Tourisme (ADT13),2021-07-21,#+33 4 42 76 89 37#infos@chateauneuflesmartigues-tourisme.com#http://www.chateauneuflesmartigues-tourisme.com/,,Balade au Sentier de Découverte de Châteauneuf-les-Martigues,https://data.datatourisme.gouv.fr/58/cd657083-be6b-337e-817a-7ce7f6c030c5
